,Attr,Station,Time,Day,Min_mile,Max_mile,Min_day,Max_day,Unit,Track
533,dpt,39,1911,1,0,7000,0,2,D,66
534,dpt,3,2521,1,0,7000,0,2,D,13
535,dpt,40,2615,1,0,7000,0,2,D,67
536,dpt,41,1941,1,0,7000,0,2,D,68
537,dpt,3,2000,1,0,7000,0,2,D,13
538,dpt,1,1832,1,0,7000,0,2,G2,7
539,dpt,31,1972,1,0,7000,0,2,G2,58
540,dpt,42,2153,1,0,7000,0,2,G2,69
541,dpt,6,2425,1,0,7000,0,2,G2,21
542,dpt,2,2714,1,0,7000,0,2,G2,12
543,dpt,33,1880,1,0,7000,0,2,G2,60
544,dpt,12,1953,1,0,7000,0,2,G2,32
545,dpt,1,2141,1,0,7000,0,2,G2,6
546,dpt,43,2260,1,0,7000,0,2,G2,70
547,dpt,1,2322,1,0,7000,0,2,G2,6
548,dpt,14,2503,1,0,7000,0,2,G2,35
549,dpt,0,1969,1,0,7000,0,2,D,0
550,dpt,1,2149,1,0,7000,0,2,D,7
551,dpt,9,2216,1,0,7000,0,2,D,27
552,dpt,1,2315,1,0,7000,0,2,D,7
553,dpt,29,2470,1,0,7000,0,2,D,56
554,dpt,1,2625,1,0,7000,0,2,D,6
555,dpt,4,1994,1,0,7000,0,2,G,16
556,dpt,23,2219,1,0,7000,0,2,G,48
557,dpt,27,2595,1,0,7000,0,2,G,54
558,dpt,1,1914,1,0,7000,0,2,G,6
559,dpt,5,2194,1,0,7000,0,2,G,19
560,dpt,27,2421,1,0,7000,0,2,G,53
561,dpt,5,2628,1,0,7000,0,2,G,18
562,dpt,4,2055,1,0,7000,0,2,D2,16
563,dpt,5,2168,1,0,7000,0,2,D2,18
564,dpt,4,2279,1,0,7000,0,2,D2,16
565,dpt,5,2401,1,0,7000,0,2,D2,18
566,dpt,17,2603,1,0,7000,0,2,D2,39
567,dpt,4,2702,1,0,7000,0,2,D2,17
568,dpt,35,1944,1,0,7000,0,2,D2,62
569,dpt,5,2135,1,0,7000,0,2,D2,18
570,dpt,1,2409,1,0,7000,0,2,D2,6
571,dpt,5,2657,1,0,7000,0,2,D2,18
572,dpt,1,1841,1,0,7000,0,2,G,6
573,dpt,25,2400,1,0,7000,0,2,G,51
574,dpt,3,1973,1,0,7000,0,2,D2,13
575,dpt,10,2091,1,0,7000,0,2,D2,29
576,dpt,3,2189,1,0,7000,0,2,D2,14
577,dpt,10,2304,1,0,7000,0,2,D2,29
578,dpt,3,2430,1,0,7000,0,2,D2,13
579,dpt,10,2534,1,0,7000,0,2,D2,29
580,dpt,3,2677,1,0,7000,0,2,D2,13
581,dpt,3,1868,1,0,7000,0,2,D2,13
582,dpt,10,1971,1,0,7000,0,2,D2,29
583,dpt,3,2104,1,0,7000,0,2,D2,13
584,dpt,10,2213,1,0,7000,0,2,D2,29
585,dpt,3,2324,1,0,7000,0,2,D2,13
586,dpt,10,2426,1,0,7000,0,2,D2,29
587,dpt,3,2522,1,0,7000,0,2,D2,14
588,dpt,10,2637,1,0,7000,0,2,D2,29
589,dpt,3,1830,1,0,7000,0,2,G2,13
590,dpt,19,2004,1,0,7000,0,2,G2,42
591,dpt,3,2172,1,0,7000,0,2,G2,13
592,dpt,44,2292,1,0,7000,0,2,G2,71
593,dpt,3,2422,1,0,7000,0,2,G2,14
594,dpt,19,2575,1,0,7000,0,2,G2,43
595,dpt,3,2721,1,0,7000,0,2,G2,13
596,dpt,19,1902,1,0,7000,0,2,G2,42
597,dpt,3,2058,1,0,7000,0,2,G2,13
598,dpt,19,2203,1,0,7000,0,2,G2,42
599,dpt,3,2352,1,0,7000,0,2,G2,13
600,dpt,19,2594,1,0,7000,0,2,G2,42
601,dpt,13,1960,1,0,7000,0,2,G2,34
602,dpt,4,2181,1,0,7000,0,2,G2,16
603,dpt,13,2385,1,0,7000,0,2,G2,34
604,dpt,8,1855,1,0,7000,0,2,G2,25
605,dpt,13,2334,1,0,7000,0,2,G2,34
606,dpt,4,2565,1,0,7000,0,2,G2,16
607,dpt,0,2008,1,0,7000,0,2,G2,1
608,dpt,36,2521,1,0,7000,0,2,G2,63
609,dpt,13,2606,1,0,7000,0,2,G2,34
610,dpt,4,1972,1,0,7000,0,2,G2,17
611,dpt,13,2153,1,0,7000,0,2,G2,34
612,dpt,36,2250,1,0,7000,0,2,G2,63
613,dpt,0,1990,1,0,7000,0,2,D2,1
614,dpt,7,2305,1,0,7000,0,2,D2,24
615,dpt,9,1959,1,0,7000,0,2,G2,27
616,dpt,7,2330,1,0,7000,0,2,G2,23
617,dpt,9,1849,1,0,7000,0,2,G2,27
618,dpt,4,2198,1,0,7000,0,2,G2,17
619,dpt,9,2619,1,0,7000,0,2,G2,27
620,dpt,0,1936,1,0,7000,0,2,G2,0
621,dpt,18,2421,1,0,7000,0,2,G2,40
622,dpt,4,1928,1,0,7000,0,2,G2,16
623,dpt,18,2190,1,0,7000,0,2,G2,40
624,dpt,0,3260,2,0,7000,0,2,D,1
625,dpt,14,3368,2,0,7000,0,2,D,35
626,dpt,6,3569,2,0,7000,0,2,D,20
627,dpt,14,3788,2,0,7000,0,2,D,35
628,dpt,15,4002,2,0,7000,0,2,D,37
629,dpt,0,3344,2,0,7000,0,2,D,1
630,dpt,16,3396,2,0,7000,0,2,D,38
631,dpt,8,3497,2,0,7000,0,2,D,25
632,dpt,6,3639,2,0,7000,0,2,D,20
633,dpt,14,3821,2,0,7000,0,2,D,36
634,dpt,6,4076,2,0,7000,0,2,D,20
635,dpt,20,3385,2,0,7000,0,2,D,44
636,dpt,4,3772,2,0,7000,0,2,D,16
637,dpt,22,3973,2,0,7000,0,2,D,47
638,dpt,30,4140,2,0,7000,0,2,D,57
639,dpt,0,3235,2,0,7000,0,2,G,0
640,dpt,31,3291,2,0,7000,0,2,G,58
641,dpt,8,3373,2,0,7000,0,2,G,25
642,dpt,9,3573,2,0,7000,0,2,G,27
643,dpt,0,3711,2,0,7000,0,2,G,0
644,dpt,9,3859,2,0,7000,0,2,G,27
645,dpt,13,3377,2,0,7000,0,2,G,34
646,dpt,4,3530,2,0,7000,0,2,G,16
647,dpt,32,3616,2,0,7000,0,2,G,59
648,dpt,17,3788,2,0,7000,0,2,G,39
649,dpt,32,3957,2,0,7000,0,2,G,59
650,dpt,0,3330,2,0,7000,0,2,G,0
651,dpt,10,3595,2,0,7000,0,2,G,29
652,dpt,20,3959,2,0,7000,0,2,G,44
653,dpt,9,3346,2,0,7000,0,2,G,27
654,dpt,0,3474,2,0,7000,0,2,G,0
655,dpt,2,3640,2,0,7000,0,2,G,11
656,dpt,0,3750,2,0,7000,0,2,G,0
657,dpt,23,3834,2,0,7000,0,2,G,48
658,dpt,0,3903,2,0,7000,0,2,G,0
659,dpt,2,4055,2,0,7000,0,2,G,11
660,dpt,23,4167,2,0,7000,0,2,G,48
661,dpt,0,3377,2,0,7000,0,2,D2,1
662,dpt,7,3650,2,0,7000,0,2,D2,23
663,dpt,3,3987,2,0,7000,0,2,D2,15
664,dpt,7,3468,2,0,7000,0,2,D2,23
665,dpt,0,3716,2,0,7000,0,2,D2,3
666,dpt,7,4014,2,0,7000,0,2,D2,23
667,dpt,1,3334,2,0,7000,0,2,G,8
668,dpt,0,3460,2,0,7000,0,2,G,2
669,dpt,11,3890,2,0,7000,0,2,G,30
670,dpt,33,3350,2,0,7000,0,2,G,60
671,dpt,0,3397,2,0,7000,0,2,G,4
672,dpt,11,3795,2,0,7000,0,2,G,31
673,dpt,0,4204,2,0,7000,0,2,G,5
674,dpt,4,3408,2,0,7000,0,2,D2,16
675,dpt,22,3634,2,0,7000,0,2,D2,47
676,dpt,5,3933,2,0,7000,0,2,D2,18
677,dpt,20,3353,2,0,7000,0,2,D2,44
678,dpt,16,3523,2,0,7000,0,2,D2,38
679,dpt,14,3642,2,0,7000,0,2,D2,35
680,dpt,0,3730,2,0,7000,0,2,D2,1
681,dpt,20,3871,2,0,7000,0,2,D2,44
682,dpt,0,3274,2,0,7000,0,2,D,0
683,dpt,6,3368,2,0,7000,0,2,D,20
684,dpt,8,3510,2,0,7000,0,2,D,26
685,dpt,21,3651,2,0,7000,0,2,D,45
686,dpt,8,3819,2,0,7000,0,2,D,25
687,dpt,16,3940,2,0,7000,0,2,D,38
688,dpt,8,4055,2,0,7000,0,2,D,25
689,dpt,6,3322,2,0,7000,0,2,D,20
690,dpt,12,3465,2,0,7000,0,2,D,32
691,dpt,16,3568,2,0,7000,0,2,D,38
692,dpt,12,3663,2,0,7000,0,2,D,32
693,dpt,6,3838,2,0,7000,0,2,D,20
694,dpt,0,3257,2,0,7000,0,2,D,0
695,dpt,15,3397,2,0,7000,0,2,D,37
696,dpt,0,3550,2,0,7000,0,2,D,0
697,dpt,15,3670,2,0,7000,0,2,D,37
698,dpt,22,3799,2,0,7000,0,2,D,47
699,dpt,15,3906,2,0,7000,0,2,D,37
700,dpt,22,4009,2,0,7000,0,2,D,47
701,dpt,6,4111,2,0,7000,0,2,D,21
702,dpt,0,4210,2,0,7000,0,2,D,4
703,dpt,21,3310,2,0,7000,0,2,D,45
704,dpt,0,3395,2,0,7000,0,2,D,2
705,dpt,6,3509,2,0,7000,0,2,D,20
706,dpt,0,3620,2,0,7000,0,2,D,2
707,dpt,6,3713,2,0,7000,0,2,D,20
708,dpt,0,3809,2,0,7000,0,2,D,0
709,dpt,6,3958,2,0,7000,0,2,D,20
710,dpt,0,4075,2,0,7000,0,2,D,3
711,dpt,0,3305,2,0,7000,0,2,D,0
712,dpt,30,3515,2,0,7000,0,2,D,57
713,dpt,14,3777,2,0,7000,0,2,D,36
714,dpt,15,3968,2,0,7000,0,2,D,37
715,dpt,12,4141,2,0,7000,0,2,D,32
716,dpt,1,3513,2,0,7000,0,2,D2,6
717,dpt,0,3616,2,0,7000,0,2,D2,0
718,dpt,2,3740,2,0,7000,0,2,D2,10
719,dpt,0,3834,2,0,7000,0,2,D2,1
720,dpt,2,3693,2,0,7000,0,2,D2,11
721,dpt,24,3976,2,0,7000,0,2,D2,49
722,dpt,2,4017,2,0,7000,0,2,D2,10
723,dpt,0,4104,2,0,7000,0,2,D2,1
724,dpt,2,4200,2,0,7000,0,2,D2,10
725,dpt,24,3305,2,0,7000,0,2,D2,49
726,dpt,2,3355,2,0,7000,0,2,D2,10
727,dpt,0,3443,2,0,7000,0,2,D2,0
728,dpt,2,3566,2,0,7000,0,2,D2,10
729,dpt,0,3650,2,0,7000,0,2,D2,0
730,dpt,2,3760,2,0,7000,0,2,D2,11
731,dpt,0,3856,2,0,7000,0,2,D2,2
732,dpt,2,3952,2,0,7000,0,2,D2,10
733,dpt,0,4051,2,0,7000,0,2,D2,0
734,dpt,10,3300,2,0,7000,0,2,G,29
735,dpt,8,3554,2,0,7000,0,2,G,25
736,dpt,27,3969,2,0,7000,0,2,G,53
737,dpt,3,3329,2,0,7000,0,2,G,13
738,dpt,0,3479,2,0,7000,0,2,G,1
739,dpt,1,3711,2,0,7000,0,2,G,6
740,dpt,0,3915,2,0,7000,0,2,G,2
741,dpt,38,4080,2,0,7000,0,2,G,65
742,dpt,24,4228,2,0,7000,0,2,G,49
743,dpt,0,3456,2,0,7000,0,2,D,3
744,dpt,6,3554,2,0,7000,0,2,D,21
745,dpt,12,3695,2,0,7000,0,2,D,33
746,dpt,6,3856,2,0,7000,0,2,D,22
747,dpt,8,4001,2,0,7000,0,2,D,25
748,dpt,16,4107,2,0,7000,0,2,D,38
749,dpt,12,3322,2,0,7000,0,2,D,32
750,dpt,21,3430,2,0,7000,0,2,D,45
751,dpt,14,3584,2,0,7000,0,2,D,35
752,dpt,21,3729,2,0,7000,0,2,D,46
753,dpt,12,4006,2,0,7000,0,2,D,32
754,dpt,1,3339,2,0,7000,0,2,D2,9
755,dpt,7,3726,2,0,7000,0,2,D2,23
756,dpt,0,3969,2,0,7000,0,2,D2,0
757,dpt,7,3385,2,0,7000,0,2,D2,23
758,dpt,0,3659,2,0,7000,0,2,D2,1
759,dpt,7,3936,2,0,7000,0,2,D2,23
760,dpt,0,3505,2,0,7000,0,2,D,0
761,dpt,6,3595,2,0,7000,0,2,D,20
762,dpt,0,3685,2,0,7000,0,2,D,0
763,dpt,28,3298,2,0,7000,0,2,D,55
764,dpt,8,3912,2,0,7000,0,2,D,25
765,dpt,1,3433,2,0,7000,0,2,G2,6
766,dpt,0,3521,2,0,7000,0,2,G2,1
767,dpt,2,3604,2,0,7000,0,2,G2,10
768,dpt,0,3695,2,0,7000,0,2,G2,1
769,dpt,2,3826,2,0,7000,0,2,G2,10
770,dpt,0,3909,2,0,7000,0,2,G2,1
771,dpt,33,3962,2,0,7000,0,2,G2,60
772,dpt,0,4021,2,0,7000,0,2,G2,0
773,dpt,2,4109,2,0,7000,0,2,G2,11
774,dpt,0,4196,2,0,7000,0,2,G2,3
775,dpt,11,3332,2,0,7000,0,2,G,30
776,dpt,0,3702,2,0,7000,0,2,G,2
777,dpt,25,3303,2,0,7000,0,2,G,51
778,dpt,0,3849,2,0,7000,0,2,G,0
779,dpt,1,3263,2,0,7000,0,2,G2,6
780,dpt,23,3329,2,0,7000,0,2,G2,48
781,dpt,2,3459,2,0,7000,0,2,G2,10
782,dpt,0,3558,2,0,7000,0,2,G2,1
783,dpt,2,3652,2,0,7000,0,2,G2,10
784,dpt,0,3759,2,0,7000,0,2,G2,2
785,dpt,2,3866,2,0,7000,0,2,G2,11
786,dpt,0,3983,2,0,7000,0,2,G2,1
787,dpt,2,4102,2,0,7000,0,2,G2,10
788,dpt,0,3385,2,0,7000,0,2,G2,3
789,dpt,2,3505,2,0,7000,0,2,G2,11
790,dpt,0,3600,2,0,7000,0,2,G2,1
791,dpt,2,3720,2,0,7000,0,2,G2,12
792,dpt,0,3803,2,0,7000,0,2,G2,1
793,dpt,2,3925,2,0,7000,0,2,G2,10
794,dpt,0,4046,2,0,7000,0,2,G2,1
795,dpt,4,3444,2,0,7000,0,2,D2,17
796,dpt,17,3515,2,0,7000,0,2,D2,39
797,dpt,5,3710,2,0,7000,0,2,D2,18
798,dpt,4,3844,2,0,7000,0,2,D2,16
799,dpt,5,3981,2,0,7000,0,2,D2,18
800,dpt,1,3311,2,0,7000,0,2,D2,7
801,dpt,7,3671,2,0,7000,0,2,D2,24
802,dpt,0,3926,2,0,7000,0,2,D2,3
803,dpt,7,3305,2,0,7000,0,2,D2,23
804,dpt,0,3580,2,0,7000,0,2,D2,0
805,dpt,7,3854,2,0,7000,0,2,D2,23
806,dpt,1,3436,2,0,7000,0,2,G,7
807,dpt,11,3779,2,0,7000,0,2,G,30
808,dpt,0,4185,2,0,7000,0,2,G,1
809,dpt,1,3331,2,0,7000,0,2,G,7
810,dpt,11,3666,2,0,7000,0,2,G,30
811,dpt,0,4091,2,0,7000,0,2,G,0
812,dpt,1,3310,2,0,7000,0,2,G2,6
813,dpt,26,3462,2,0,7000,0,2,G2,52
814,dpt,1,3559,2,0,7000,0,2,G2,7
815,dpt,21,3733,2,0,7000,0,2,G2,45
816,dpt,1,3857,2,0,7000,0,2,G2,7
817,dpt,26,3970,2,0,7000,0,2,G2,52
818,dpt,1,4085,2,0,7000,0,2,G2,7
819,dpt,9,4162,2,0,7000,0,2,G2,28
820,dpt,1,4221,2,0,7000,0,2,G2,6
821,dpt,26,3297,2,0,7000,0,2,G2,52
822,dpt,1,3381,2,0,7000,0,2,G2,7
823,dpt,29,3505,2,0,7000,0,2,G2,56
824,dpt,1,3629,2,0,7000,0,2,G2,6
825,dpt,9,3689,2,0,7000,0,2,G2,27
826,dpt,1,3797,2,0,7000,0,2,G2,8
827,dpt,9,3859,2,0,7000,0,2,G2,28
828,dpt,1,3940,2,0,7000,0,2,G2,6
829,dpt,29,4062,2,0,7000,0,2,G2,56
830,dpt,1,4190,2,0,7000,0,2,G2,6
831,dpt,9,4252,2,0,7000,0,2,G2,27
832,dpt,3,3365,2,0,7000,0,2,G,13
833,dpt,34,3713,2,0,7000,0,2,G,61
834,dpt,3,4042,2,0,7000,0,2,G,13
835,dpt,10,3436,2,0,7000,0,2,G,29
836,dpt,3,3557,2,0,7000,0,2,G,14
837,dpt,34,3895,2,0,7000,0,2,G,61
838,dpt,4,3479,2,0,7000,0,2,D2,16
839,dpt,18,3879,2,0,7000,0,2,D2,41
840,dpt,35,3339,2,0,7000,0,2,D2,62
841,dpt,18,3735,2,0,7000,0,2,D2,40
842,dpt,1,3326,2,0,7000,0,2,D2,6
843,dpt,24,3384,2,0,7000,0,2,D2,49
844,dpt,18,3932,2,0,7000,0,2,D2,40
845,dpt,39,3351,2,0,7000,0,2,D,66
846,dpt,3,3961,2,0,7000,0,2,D,13
847,dpt,40,4055,2,0,7000,0,2,D,67
848,dpt,41,3381,2,0,7000,0,2,D,68
849,dpt,3,3440,2,0,7000,0,2,D,13
850,dpt,1,3272,2,0,7000,0,2,G2,7
851,dpt,31,3412,2,0,7000,0,2,G2,58
852,dpt,42,3593,2,0,7000,0,2,G2,69
853,dpt,6,3865,2,0,7000,0,2,G2,21
854,dpt,2,4154,2,0,7000,0,2,G2,12
855,dpt,33,3320,2,0,7000,0,2,G2,60
856,dpt,12,3393,2,0,7000,0,2,G2,32
857,dpt,1,3581,2,0,7000,0,2,G2,6
858,dpt,43,3700,2,0,7000,0,2,G2,70
859,dpt,1,3762,2,0,7000,0,2,G2,6
860,dpt,14,3943,2,0,7000,0,2,G2,35
861,dpt,0,3409,2,0,7000,0,2,D,0
862,dpt,1,3589,2,0,7000,0,2,D,7
863,dpt,9,3656,2,0,7000,0,2,D,27
864,dpt,1,3755,2,0,7000,0,2,D,7
865,dpt,29,3910,2,0,7000,0,2,D,56
866,dpt,1,4065,2,0,7000,0,2,D,6
867,dpt,4,3434,2,0,7000,0,2,G,16
868,dpt,23,3659,2,0,7000,0,2,G,48
869,dpt,27,4035,2,0,7000,0,2,G,54
870,dpt,1,3354,2,0,7000,0,2,G,6
871,dpt,5,3634,2,0,7000,0,2,G,19
872,dpt,27,3861,2,0,7000,0,2,G,53
873,dpt,5,4068,2,0,7000,0,2,G,18
874,dpt,4,3495,2,0,7000,0,2,D2,16
875,dpt,5,3608,2,0,7000,0,2,D2,18
876,dpt,4,3719,2,0,7000,0,2,D2,16
877,dpt,5,3841,2,0,7000,0,2,D2,18
878,dpt,17,4043,2,0,7000,0,2,D2,39
879,dpt,4,4142,2,0,7000,0,2,D2,17
880,dpt,35,3384,2,0,7000,0,2,D2,62
881,dpt,5,3575,2,0,7000,0,2,D2,18
882,dpt,1,3849,2,0,7000,0,2,D2,6
883,dpt,5,4097,2,0,7000,0,2,D2,18
884,dpt,1,3281,2,0,7000,0,2,G,6
885,dpt,25,3840,2,0,7000,0,2,G,51
886,dpt,3,3413,2,0,7000,0,2,D2,13
887,dpt,10,3531,2,0,7000,0,2,D2,29
888,dpt,3,3629,2,0,7000,0,2,D2,14
889,dpt,10,3744,2,0,7000,0,2,D2,29
890,dpt,3,3870,2,0,7000,0,2,D2,13
891,dpt,10,3974,2,0,7000,0,2,D2,29
892,dpt,3,4117,2,0,7000,0,2,D2,13
893,dpt,3,3308,2,0,7000,0,2,D2,13
894,dpt,10,3411,2,0,7000,0,2,D2,29
895,dpt,3,3544,2,0,7000,0,2,D2,13
896,dpt,10,3653,2,0,7000,0,2,D2,29
897,dpt,3,3764,2,0,7000,0,2,D2,13
898,dpt,10,3866,2,0,7000,0,2,D2,29
899,dpt,3,3962,2,0,7000,0,2,D2,14
900,dpt,10,4077,2,0,7000,0,2,D2,29
901,dpt,3,3270,2,0,7000,0,2,G2,13
902,dpt,19,3444,2,0,7000,0,2,G2,42
903,dpt,3,3612,2,0,7000,0,2,G2,13
904,dpt,44,3732,2,0,7000,0,2,G2,71
905,dpt,3,3862,2,0,7000,0,2,G2,14
906,dpt,19,4015,2,0,7000,0,2,G2,43
907,dpt,3,4161,2,0,7000,0,2,G2,13
908,dpt,19,3342,2,0,7000,0,2,G2,42
909,dpt,3,3498,2,0,7000,0,2,G2,13
910,dpt,19,3643,2,0,7000,0,2,G2,42
911,dpt,3,3792,2,0,7000,0,2,G2,13
912,dpt,19,4034,2,0,7000,0,2,G2,42
913,dpt,13,3400,2,0,7000,0,2,G2,34
914,dpt,4,3621,2,0,7000,0,2,G2,16
915,dpt,13,3825,2,0,7000,0,2,G2,34
916,dpt,8,3295,2,0,7000,0,2,G2,25
917,dpt,13,3774,2,0,7000,0,2,G2,34
918,dpt,4,4005,2,0,7000,0,2,G2,16
919,dpt,0,3448,2,0,7000,0,2,G2,1
920,dpt,36,3961,2,0,7000,0,2,G2,63
921,dpt,13,4046,2,0,7000,0,2,G2,34
922,dpt,4,3412,2,0,7000,0,2,G2,17
923,dpt,13,3593,2,0,7000,0,2,G2,34
924,dpt,36,3690,2,0,7000,0,2,G2,63
925,dpt,0,3430,2,0,7000,0,2,D2,1
926,dpt,7,3745,2,0,7000,0,2,D2,24
927,dpt,9,3399,2,0,7000,0,2,G2,27
928,dpt,7,3770,2,0,7000,0,2,G2,23
929,dpt,9,3289,2,0,7000,0,2,G2,27
930,dpt,4,3638,2,0,7000,0,2,G2,17
931,dpt,9,4059,2,0,7000,0,2,G2,27
932,dpt,0,3376,2,0,7000,0,2,G2,0
933,dpt,18,3861,2,0,7000,0,2,G2,40
934,dpt,4,3368,2,0,7000,0,2,G2,16
935,dpt,18,3630,2,0,7000,0,2,G2,40
936,dpt,0,3452,2,0,7000,0,2,D,0
937,dpt,37,3630,2,0,7000,0,2,D,64
938,dpt,0,3360,2,0,7000,0,2,G,0
939,dpt,11,3733,2,0,7000,0,2,G,30
940,dpt,4,3402,2,0,7000,0,2,D2,16
941,dpt,17,3877,2,0,7000,0,2,D2,39
942,dpt,5,4135,2,0,7000,0,2,D2,18
943,dpt,1,3297,2,0,7000,0,2,G,6
944,dpt,0,3425,2,0,7000,0,2,G,1
945,dpt,11,3823,2,0,7000,0,2,G,30
946,dpt,0,4230,2,0,7000,0,2,G,1
947,dpt,0,3275,2,0,7000,0,2,D,0
948,dpt,8,3340,2,0,7000,0,2,D,25
949,dpt,13,3832,2,0,7000,0,2,D,34
950,dpt,4,3302,2,0,7000,0,2,D2,16
951,dpt,5,3397,2,0,7000,0,2,D2,18
952,dpt,28,3846,2,0,7000,0,2,D2,55
953,dpt,5,4238,2,0,7000,0,2,D2,18
954,dpt,1,3381,2,0,7000,0,2,G,6
955,dpt,12,3551,2,0,7000,0,2,G,32
956,dpt,2,3706,2,0,7000,0,2,G,10
957,dpt,0,3803,2,0,7000,0,2,D,1
958,dpt,25,3746,2,0,7000,0,2,G,51
959,dpt,0,3329,2,0,7000,0,2,G,0
960,dpt,3,3622,2,0,7000,0,2,G,13
961,dpt,0,3452,2,0,7000,0,2,G,0
962,dpt,37,3630,2,0,7000,0,2,G,64
963,dpt,0,3360,2,0,7000,0,2,D,0
964,dpt,11,3733,2,0,7000,0,2,D,30
965,dpt,4,3402,2,0,7000,0,2,G2,16
966,dpt,17,3877,2,0,7000,0,2,G2,39
967,dpt,5,4135,2,0,7000,0,2,G2,18
968,dpt,1,3297,2,0,7000,0,2,D,6
969,dpt,0,3425,2,0,7000,0,2,D,1
970,dpt,11,3823,2,0,7000,0,2,D,30
971,dpt,0,4230,2,0,7000,0,2,D,1
972,dpt,0,3275,2,0,7000,0,2,G,0
973,dpt,8,3340,2,0,7000,0,2,G,25
974,dpt,13,3832,2,0,7000,0,2,G,34
975,dpt,4,3302,2,0,7000,0,2,G2,16
976,dpt,5,3397,2,0,7000,0,2,G2,18
977,dpt,28,3846,2,0,7000,0,2,G2,55
978,dpt,5,4238,2,0,7000,0,2,G2,18
979,dpt,1,3381,2,0,7000,0,2,D,6
980,dpt,12,3551,2,0,7000,0,2,D,32
981,dpt,2,3706,2,0,7000,0,2,D,10
982,dpt,0,3803,2,0,7000,0,2,G,1
983,dpt,25,3746,2,0,7000,0,2,D,51
984,dpt,0,3329,2,0,7000,0,2,D,0
985,dpt,3,3622,2,0,7000,0,2,D,13
986,arv,14,443,0,0,7000,0,2,D,35
987,arv,6,637,0,0,7000,0,2,D,20
988,arv,14,846,0,0,7000,0,2,D,35
989,arv,15,1098,0,0,7000,0,2,D,37
990,arv,20,1339,0,0,7000,0,2,D,44
991,arv,16,495,0,0,7000,0,2,D,38
992,arv,8,597,0,0,7000,0,2,D,25
993,arv,6,736,0,0,7000,0,2,D,20
994,arv,14,911,0,0,7000,0,2,D,36
995,arv,6,1140,0,0,7000,0,2,D,20
996,arv,20,1387,0,0,7000,0,2,D,44
997,arv,4,867,0,0,7000,0,2,D,16
998,arv,22,1072,0,0,7000,0,2,D,47
999,arv,30,1219,0,0,7000,0,2,D,57
1000,arv,0,1384,0,0,7000,0,2,D,0
1001,arv,31,370,0,0,7000,0,2,G,58
1002,arv,8,474,0,0,7000,0,2,G,25
1003,arv,9,663,0,0,7000,0,2,G,27
1004,arv,0,810,0,0,7000,0,2,G,0
1005,arv,9,946,0,0,7000,0,2,G,27
1006,arv,4,1290,0,0,7000,0,2,G,16
1007,arv,4,630,0,0,7000,0,2,G,16
1008,arv,32,716,0,0,7000,0,2,G,59
1009,arv,17,885,0,0,7000,0,2,G,39
1010,arv,32,1046,0,0,7000,0,2,G,59
1011,arv,0,1399,0,0,7000,0,2,G,0
1012,arv,10,667,0,0,7000,0,2,G,29
1013,arv,20,1057,0,0,7000,0,2,G,44
1014,arv,9,1333,0,0,7000,0,2,G,27
1015,arv,0,571,0,0,7000,0,2,G,0
1016,arv,2,689,0,0,7000,0,2,G,11
1017,arv,0,842,0,0,7000,0,2,G,0
1018,arv,23,929,0,0,7000,0,2,G,48
1019,arv,0,1002,0,0,7000,0,2,G,0
1020,arv,2,1120,0,0,7000,0,2,G,11
1021,arv,23,1219,0,0,7000,0,2,G,48
1022,arv,3,1381,0,0,7000,0,2,G,13
1023,arv,7,743,0,0,7000,0,2,D2,23
1024,arv,3,1069,0,0,7000,0,2,D2,15
1025,arv,7,1416,0,0,7000,0,2,D2,23
1026,arv,0,812,0,0,7000,0,2,D2,3
1027,arv,7,1090,0,0,7000,0,2,D2,23
1028,arv,0,1356,0,0,7000,0,2,D2,0
1029,arv,0,554,0,0,7000,0,2,G,2
1030,arv,11,989,0,0,7000,0,2,G,30
1031,arv,0,1387,0,0,7000,0,2,G,1
1032,arv,0,496,0,0,7000,0,2,G,4
1033,arv,11,892,0,0,7000,0,2,G,31
1034,arv,0,1300,0,0,7000,0,2,G,5
1035,arv,1,1402,0,0,7000,0,2,G,8
1036,arv,22,726,0,0,7000,0,2,D2,47
1037,arv,5,1033,0,0,7000,0,2,D2,18
1038,arv,20,1433,0,0,7000,0,2,D2,44
1039,arv,16,624,0,0,7000,0,2,D2,38
1040,arv,14,742,0,0,7000,0,2,D2,35
1041,arv,0,829,0,0,7000,0,2,D2,1
1042,arv,20,963,0,0,7000,0,2,D2,44
1043,arv,4,1326,0,0,7000,0,2,D2,17
1044,arv,6,469,0,0,7000,0,2,D,20
1045,arv,8,611,0,0,7000,0,2,D,26
1046,arv,21,733,0,0,7000,0,2,D,45
1047,arv,8,884,0,0,7000,0,2,D,25
1048,arv,16,1041,0,0,7000,0,2,D,38
1049,arv,8,1154,0,0,7000,0,2,D,25
1050,arv,6,1315,0,0,7000,0,2,D,20
1051,arv,12,565,0,0,7000,0,2,D,32
1052,arv,16,664,0,0,7000,0,2,D,38
1053,arv,12,762,0,0,7000,0,2,D,32
1054,arv,6,895,0,0,7000,0,2,D,20
1055,arv,0,1035,0,0,7000,0,2,D,0
1056,arv,15,465,0,0,7000,0,2,D,37
1057,arv,0,633,0,0,7000,0,2,D,0
1058,arv,15,758,0,0,7000,0,2,D,37
1059,arv,22,901,0,0,7000,0,2,D,47
1060,arv,15,1002,0,0,7000,0,2,D,37
